strain	date	Subtype	Host	Country	HA_clade
A/swine/Spain/055/2017	2017-10-11	H1N2	swine	Spain	1C.2.1
A/swine/Spain/071/2017	2017-11-10	H1N1	swine	Spain	1C.2.1
A/swine/Spain/094/2018	2018-02-09	H1N2	swine	Spain	1C.2.1
A/swine/Spain/099/2018	2018-02-15	H1N1	swine	Spain	1C.2.6
A/swine/Spain/102/2018	2018-02-22	H1N2	swine	Spain	1C.2.4
A/swine/Spain/112/2018	2018-03-21	H1N2	swine	Spain	1C.2.1
A/swine/Spain/118/2018	2018-04-10	H1N2	swine	Spain	1C.2.1
A/swine/Spain/127/2018	2018-04-21	H1N1	swine	Spain	1C.2.6
A/swine/Spain/144/2018	2018-06-29	H1N2	swine	Spain	1C.2.1
A/swine/Spain/008/2017	2017-03-22	H1N2	swine	Spain	1C.2.1
A/swine/Portugal/065/2017	2017-10-26	H1N1	swine	Portugal	1C.2.1
A/swine/Portugal/066/2017	2017-10-26	H1N1	swine	Portugal	1C.2.1
A/swine/Spain/103/2018	2018-02-22	H1N1	swine	Spain	1C.2.6
A/swine/Spain/BM105/2018	2018-10-03	H1N2	swine	Spain	1C.2.6
A/swine/Spain/117/2018	2018-04-10	H1N1	swine	Spain	1C.2.1
A/swine/Spain/064/2017	2017-10-26	H1N1	swine	Spain	1C.2.1
A/swine/Spain/027/2017	2017-05-19	H1N1	swine	Spain	1C.2.1
A/swine/Spain/BM32/2019	2019-02-21	H1N2	swine	Spain	1C.2.1
A/swine/Spain/085/2018	2018-01-15	H1N2	swine	Spain	1C.2.1
A/swine/Spain/119/2018	2018-04-11	H1N2	swine	Spain	1C.2.1
A/swine/Spain/BM119/2018	2018-10-19	H1N2	swine	Spain	1C.2.1
A/swine/Spain/123/2018	2018-04-19	H1N1	swine	Spain	1C.2.1
A/swine/Spain/124/2018	2018-04-19	H1N2	swine	Spain	1C.2.2
A/swine/Spain/BM151/2018	2018-12-19	H1N1	swine	Spain	1C.2.1
A/swine/Spain/BM40/2019	2019-03-01	H1N2	swine	Spain	1C.2.1
A/swine/Spain/BM43/2019	2019-03-06	H1N2	swine	Spain	1C.2
A/swine/Spain/BM54/2019	2019-03-12	H1N1	swine	Spain	1C.2.6
A/swine/France/29-130398/2013	2013-10-24	H1N1	swine	France	1C.2.1
A/swine/Serbia/1/2017	2017-02-22	H1N1	swine	Serbia	1C.2.1
A/swine/Serbia/5/2016	2016-10-12	H1N1	swine	Serbia	1C.2.1
A/swine/Serbia/7/2017	2017-03-23	H1N1	swine	Serbia	1C.2
A/swine/Italy/240307/2014	2014-09-01	H1N2	swine	Italy	1C.2.4
A/swine/France/01-140489/2014	2014-11-24	H1N1	swine	France	1C.2.1
A/swine/France/64-150152/2015	2015-03-23	H1N2	swine	France	1C.2.4
A/swine/France/01-180027/2018	2018-01-17	H1N1	swine	France	1C.2.1
A/swine/France/01-130145/2013	2013-04-09	H1N1	swine	France	1C.2.2
A/swine/France/01-170070/2017	2017-02-27	H1N1	swine	France	1C.2.1
A/swine/France/01-180255/2018	2018-05-02	H1N1	swine	France	1C.2.1
A/swine/France/01-180274/2018	2018-05-16	H1N1	swine	France	1C.2.1
A/swine/France/05-150198/2015	2015-04-29	H1N1	swine	France	1C.2.1
A/swine/France/12-180371/2018	2018-09-03	H1N1	swine	France	1C.2.1
A/swine/France/12-180474/2018	2018-10-14	H1N1	swine	France	1C.2.1
A/swine/France/16-180487/2018	2018-10-27	H1N1	swine	France	1C.2.1
A/swine/France/22-170027/2017	2017-01-24	H1N1	swine	France	1C.2.1
A/swine/France/22-170089/2017	2017-03-22	H1N1	swine	France	1C.2.1
A/swine/France/22-170192/2017	2017-08-09	H1N1	swine	France	1C.2.1
A/swine/France/22-170307/2017	2017-11-20	H1N1	swine	France	1C.2.1
A/swine/France/22-180008/2018	2018-01-03	H1N1	swine	France	1C.2.1
A/swine/France/22-180017/2018	2018-01-11	H1N1	swine	France	1C.2.1
A/swine/France/22-180018/2018	2018-01-02	H1N1	swine	France	1C.2.1
A/swine/France/22-180323/2018	2018-06-28	H1N1	swine	France	1C.2.1
A/swine/France/24-170162/2017	2017-06-01	H1N1	swine	France	1C.2.1
A/swine/France/29-150341/2015	2015-10-06	H1N1	swine	France	1C.2.1
A/swine/France/29-160250/2016	2016-06-23	H1N1	swine	France	1C.2.1
A/swine/France/29-160311/2016	2016-09-01	H1N1	swine	France	1C.2.1
A/swine/France/29-160352/2016	2016-09-28	H1N1	swine	France	1C.2.1
A/swine/France/29-170114/2017	2017-04-03	H1N1	swine	France	1C.2.1
A/swine/France/29-170197/2017	2017-08-02	H1N1	swine	France	1C.2.1
A/swine/France/29-170306/2017	2017-11-21	H1N1	swine	France	1C.2.1
A/swine/France/29-180035/2018	2018-01-24	H1N1	swine	France	1C.2.1
A/swine/France/29-180202/2018	2018-04-08	H1N1	swine	France	1C.2.1
A/swine/France/35-160197/2016	2016-05-18	H1N1	swine	France	1C.2.1
A/swine/France/35-160395/2016	2016-11-29	H1N1	swine	France	1C.2.1
A/swine/France/35-170233/2017	2017-09-11	H1N1	swine	France	1C.2.1
A/swine/France/35-180318/2018	2018-06-18	H1N1	swine	France	1C.2.1
A/swine/France/35-190039/2018	2018-12-11	H1N2	swine	France	1C.2.1
A/swine/France/44-180495/2018	2018-11-29	H1N1	swine	France	1C.2.1
A/swine/France/49-180429/2018	2018-10-15	H1N1	swine	France	1C.2.1
A/swine/France/50-130337/2013	2013-09-17	H1N1	swine	France	1C.2.1
A/swine/France/50-170323/2017	2017-12-15	H1N1	swine	France	1C.2.1
A/swine/France/53-160350/2016	2016-10-12	H1N1	swine	France	1C.2.1
A/swine/France/53-170144/2017	2017-05-15	H1N1	swine	France	1C.2.1
A/swine/France/53-180462/2018	2018-11-12	H1N1	swine	France	1C.2.1
A/swine/France/56-170084/2017	2017-03-14	H1N1	swine	France	1C.2.1
A/swine/France/56-170149/2017	2017-05-22	H1N1	swine	France	1C.2.1
A/swine/France/56-170177/2017	2017-05-24	H1N1	swine	France	1C.2.1
A/swine/France/56-170226/2017	2017-08-30	H1N1	swine	France	1C.2.1
A/swine/France/56-170294/2017	2017-11-13	H1N1	swine	France	1C.2.1
A/swine/France/56-180360/2018	2018-08-13	H1N1	swine	France	1C.2.1
A/swine/France/56-180424/2018	2018-10-23	H1N2	swine	France	1C.2.4
A/swine/France/56-180472/2018	2018-11-16	H1N1	swine	France	1C.2.1
A/swine/France/59-130174/2013	2013-04-15	H1N1	swine	France	1C.2.1
A/swine/France/59-170028/2017	2017-01-20	H1N1	swine	France	1C.2.1
A/swine/France/59-170121/2017	2017-04-25	H1N1	swine	France	1C.2.1
A/swine/France/59-170241/2017	2017-09-15	H1N1	swine	France	1C.2.1
A/swine/France/59-170345/2017	2017-12-19	H1N1	swine	France	1C.2.1
A/swine/France/59-180117/2018	2018-02-13	H1N1	swine	France	1C.2.1
A/swine/France/59-180359/2018	2018-08-10	H1N1	swine	France	1C.2.1
A/swine/France/59-180465/2018	2018-11-13	H1N1	swine	France	1C.2.1
A/swine/France/59_180334/2018	2018-07-10	H1N1	swine	France	1C.2.1
A/swine/France/61-140350/2014	2014-06-04	H1N2	swine	France	1C.2.1
A/swine/France/61-150219/2015	2015-06-05	H1N2	swine	France	1C.2.1
A/swine/France/62-150308/2015	2015-08-27	H1N1	swine	France	1C.2.1
A/swine/France/64-130454/2013	2013-12-19	H1N1	swine	France	1C.2.1
A/swine/France/64-140385/2014	2014-07-07	H1N1	swine	France	1C.2.1
A/swine/France/65-150242/2015	2015-06-11	H1N2	swine	France	1C.2.4
A/swine/France/69-160337/2016	2016-09-28	H1N1	swine	France	1C.2.1
A/swine/France/70-130144/2013	2013-03-27	H1N1	swine	France	1C.2.1
A/swine/France/72-150321/2015	2015-09-15	H1N2	swine	France	1C.2.1
A/swine/France/72-180053/2018	2018-01-29	H1N1	swine	France	1C.2.1
A/swine/France/72-180446/2018	2018-10-29	H1N1	swine	France	1C.2.1
A/swine/France/79-140150/2014	2014-03-11	H1N1	swine	France	1C.2.1
A/swine/France/86-180497/2018	2018-12-13	H1N1	swine	France	1C.2.1
A/swine/France/89-150069/2015	2015-02-09	H1N1	swine	France	1C.2.2
A/swine/France/53-130065/2013	2013-01-23	H1N1	swine	France	1C.2.1
A/swine/France/29-160215/2016	2016-06-07	H1N1	swine	France	1C.2.1
A/swine/France/Cotes_d_Armor-0455/2011	2011-09-05	H1N1	swine	France	1C.2.1
A/swine/France/Ille_et_Vilaine-0115/2011	2011-02-01	H1N1	swine	France	1C.2.1
A/swine/France/01-160099/2016	2016-02-03	H1N1	swine	France	1C.2.1
A/swine/France/22-160079/2016	2016-01-27	H1N1	swine	France	1C.2.1
A/swine/France/35-160126/2016	2016-02-25	H1N1	swine	France	1C.2.1
A/swine/France/72-160154/2016	2016-03-24	H1N1	swine	France	1C.2.1
A/swine/Guenne/4847/2006	2006-01-12	H1N1	swine	Germany	1C.2.1
A/swine/Ense/4848/2006	2006-01-12	H1N1	swine	Germany	1C.2.2
A/swine/Meppen/4919/2006	2006-01-31	H1N1	swine	Germany	1C.2.1
A/swine/Melle/5003/2006	2006-02-20	H1N1	swine	Netherlands	1C.2.1
A/swine/Lichtenau/5045/2006	2006-03-07	H1N1	swine	Germany	1C.2.1
A/swine/Nordkirchen/5062/2006	2006-03-10	H1N1	swine	Germany	1C.2.1
A/swine/Holzheim/5102/2006	2006-03-22	H1N1	swine	Germany	1C.2.1
A/swine/Steinhorst/5129/2006	2006-04-04	H1N1	swine	Germany	1C.2.1
A/swine/Ortensburg/5144/2006	2006-04-10	H1N1	swine	Germany	1C.2.1
A/swine/Suedlohn/5508/2006	2006-08-30	H1N1	swine	Germany	1C.2.1
A/swine/Bocholt/5533/2006	2006-09-05	H1N1	swine	Germany	1C.2.2
A/swine/Ramsberg/5544/2006	2006-09-11	H1N1	swine	Germany	1C.2.1
A/swine/Friesoythe/5548/2006	2006-09-11	H1N1	swine	Germany	1C.2.1
A/swine/Friesoythe/5549/2006	2006-09-11	H1N1	swine	Germany	1C.2.1
A/swine/Kassel/5550/2006	2006-09-13	H1N1	swine	Germany	1C.2.1
A/swine/Altenaffeln/5551/2006	2006-09-15	H1N1	swine	Germany	1C.2.1
A/swine/Ostercappeln/5553/2006	2006-09-20	H1N1	swine	Germany	1C.2.1
A/swine/Balve/5603/2006	2006-10-16	H1N1	swine	Germany	1C.2.2
A/swine/Gueterlsoh/5610/2006	2006-10-17	H1N1	swine	Germany	1C.2.1
A/swine/Rotthalmuenster/5616/2006	2006-10-23	H1N1	swine	Germany	1C.2.1
A/swine/Feldbach/5625/2006	2006-10-22	H1N1	swine	Austria	1C.2.1
A/swine/Schloss_Holte/5647/2006	2006-11-06	H1N1	swine	Germany	1C.2.1
A/swine/Nordhorn/5657/2006	2006-11-03	H1N1	swine	Germany	1C.2.1
A/swine/Gottfrieding/5732/2006	2006-11-26	H1N1	swine	Germany	1C.2.1
A/swine/Borgholzhausen/5751/2006	2006-12-04	H1N1	swine	Germany	1C.2.1
A/swine/Wadersloh/5761/2006	2006-12-06	H1N1	swine	Germany	1C.2.1
A/swine/Geseke/6004/2007	2007-03-15	H1N1	swine	Germany	1C.2.1
A/swine/Bad_Wuennenberg/6005/2007	2007-03-19	H1N1	swine	Germany	1C.2.1
A/swine/Bielefeld/6033/2007	2007-03-26	H1N1	swine	Germany	1C.2.1
A/swine/Schmallenberg/6049/2007	2007-04-03	H1N1	swine	Germany	1C.2.1
A/swine/Fronhausen/6059/2007	2007-04-12	H1N1	swine	Germany	1C.2.2
A/swine/Feldbach/6072/2007	2007-04-15	H1N1	swine	Austria	1C.2.1
A/swine/Wuelknitz/6141/2007	2007-05-11	H1N1	swine	Germany	1C.2.1
A/swine/Nordkirchen/6167/2007	2007-05-16	H1N1	swine	Germany	1C.2.1
A/swine/Lippetal/6292/2007	2007-07-17	H1N1	swine	Germany	1C.2.1
A/swine/Marsberg/6307/2007	2007-07-24	H1N1	swine	Germany	1C.2.1
A/swine/Schapen/6332/2007	2007-08-08	H1N1	swine	Germany	1C.2.1
A/swine/Borgholzhausen/6371/2007	2007-08-17	H1N1	swine	Germany	1C.2.1
A/swine/Paderborn/6373/2007	2007-08-21	H1N1	swine	Germany	1C.2.1
A/swine/Daseburg/6531/2007	2007-10-09	H1N1	swine	Germany	1C.2.1
A/swine/Boesel/6543/2007	2007-10-11	H1N1	swine	Germany	1C.2.1
A/swine/Bad_Rothenfelde/6622/2007	2007-11-05	H1N1	swine	Germany	1C.2.1
A/swine/Sundern/6655a/2007	2007-11-22	H1N1	swine	Germany	1C.2.1
A/swine/Brakel/6672/2007	2007-11-27	H1N1	swine	Belgium	1C.2.1
A/swine/Alsfeld/6673/2007	2007-11-28	H1N1	swine	Germany	1C.2.1
A/swine/Everswinkel/6774/2008	2008-01-15	H1N1	swine	Germany	1C.2.1
A/swine/Minden-Luebbecke/6810/2008	2008-01-28	H1N1	swine	Germany	1C.2.1
A/swine/Steinau/6818/2008	2008-01-31	H1N1	swine	Germany	1C.2.1
A/swine/Emtinghausen/6821/2008	2008-01-28	H1N1	swine	Germany	1C.2.1
A/swine/Hornstorf/6849/2008	2008-02-12	H1N1	swine	Germany	1C.2.1
A/swine/Soest/6948/2008	2008-03-12	H1N1	swine	Germany	1C.2.1
A/swine/Vreden/6986/2008	2008-03-31	H1N1	swine	Germany	1C.2.1
A/swine/Twistringen/6991/2008	2008-04-03	H1N1	swine	Germany	1C.2.1
A/swine/Twistringen/7029/2008	2008-04-15	H1N1	swine	Germany	1C.2.1
A/swine/Homberg/7039/2008	2008-04-22	H1N1	swine	Germany	1C.2.4
A/swine/Twistringen/7044/2008	2008-04-22	H1N1	swine	Germany	1C.2.1
A/swine/Heiden/7064/2008	2008-04-30	H1N1	swine	Switzerland	1C.2.1
A/swine/Uelzen/7066/2008	2008-04-25	H1N1	swine	Germany	1C.2.1
A/swine/Klosterseelte/7129/2008	2008-05-29	H1N1	swine	Germany	1C.2.1
A/swine/Dinklage/7240/2008	2008-07-09	H1N1	swine	Germany	1C.2.1
A/swine/Brakel/7488a/2008	2008-09-02	H1N1	swine	Belgium	1C.2.1
A/swine/Horneburg/7489/2008	2008-09-01	H1N1	swine	Germany	1C.2.1
A/swine/Harsefeld/7490/2008	2008-08-27	H1N1	swine	Germany	1C.2.1
A/swine/Malching/7497/2008	2008-09-03	H1N1	swine	Germany	1C.2.1
A/swine/Pocking/7498/2008	2008-09-03	H1N1	swine	Germany	1C.2.1
A/swine/Meppen/7555/2008	2008-09-15	H1N1	swine	Germany	1C.2.1
A/swine/Melle/7590/2008	2008-09-24	H1N1	swine	Netherlands	1C.2.1
A/swine/Spenge/7616/2008	2008-09-30	H1N1	swine	Germany	1C.2.1
A/swine/Doetlingen/7655/2008	2008-10-06	H1N1	swine	Germany	1C.2.1
A/swine/Diemelstadt/7814/2008	2008-10-24	H1N1	swine	Germany	1C.2.1
A/swine/Melle/7831/2008	2008-10-27	H1N1	swine	Netherlands	1C.2.1
A/swine/Wetschen/7847/2008	2008-10-27	H1N1	swine	Germany	1C.2.1
A/swine/Emstek/8155/2008	2008-12-01	H1N1	swine	Germany	1C.2.1
A/swine/Freren/8297a/2008	2008-12-10	H1N1	swine	Germany	1C.2.1
A/swine/Poland/Y1/2008	2008-08-01	H1N1	swine	Poland	1C.2.1
A/swine/Wittmund/8498/2009	2009-01-12	H1N1	swine	Germany	1C.2.2
A/swine/Feldbach/8647/2009	2009-01-22	H1N1	swine	Austria	1C.2.1
A/swine/Berge/8685/2009	2009-01-27	H1N1	swine	Spain	1C.2.1
A/swine/Emtinghausen/8705/2009	2009-01-28	H1N1	swine	Germany	1C.2.1
A/swine/Guetersloh/8724a/2009	2009-02-03	H1N1	swine	Germany	1C.2.1
A/swine/Heinsberg/8905/2009	2009-02-18	H1N1	swine	Germany	1C.2.1
A/swine/Cloppenburg/8967a/2009	2009-02-23	H1N1	swine	Germany	1C.2.1
A/swine/Bartenshagen/9002/2009	2009-02-26	H1N1	swine	Germany	1C.2.1
A/swine/Enger/9149/2009	2009-03-11	H1N1	swine	Germany	1C.2.1
A/swine/Neudoerpen/9185/2009	2009-03-16	H1N1	swine	Germany	1C.2.1
A/swine/Niebuell/9201-1/2009	2009-03-19	H1N1	swine	Germany	1C.2.1
A/swine/Stadtlohn/9247/2009	2009-03-20	H1N1	swine	Germany	1C.2.1
A/swine/Rheine/9278/2009	2009-03-27	H1N1	swine	Germany	1C.2.1
A/swine/Engelsberg/9321/2009	2009-03-27	H1N1	swine	Germany	1C.2.2
A/swine/Herford/9359/2009	2009-04-06	H1N1	swine	Germany	1C.2.1
A/swine/Osnabrueck/9368/2009	2009-04-07	H1N1	swine	Germany	1C.2.1
A/swine/Goch/9369/2009	2009-04-08	H1N1	swine	Germany	1C.2.1
A/swine/Warendorf/9387/2009	2009-04-09	H1N1	swine	Germany	1C.2.1
A/swine/Frontenhausen/9388/2009	2009-04-02	H1N1	swine	Germany	1C.2.1
A/swine/Freren/9658/2009	2009-05-26	H1N1	swine	Germany	1C.2.1
A/swine/Egglham/9790/2009	2009-06-21	H1N1	swine	Germany	1C.2.1
A/swine/Dornburg/10061/2009	2009-08-05	H1N1	swine	Germany	1C.2.1
A/swine/Warendorf/10105/2009	2009-08-11	H1N1	swine	Germany	1C.2.1
A/swine/Meppen/10115/2009	2009-08-10	H1N1	swine	Germany	1C.2.1
A/swine/Ennigerloh/10277/2009	2009-09-02	H1N1	swine	Germany	1C.2.1
A/swine/Egersheim/10464/2009	2009-09-16	H1N1	swine	France	1C.2.1
A/swine/Lohne/10525/2009	2009-09-29	H1N1	swine	Germany	1C.2.1
A/swine/Soegel/10604/2009	2009-10-05	H1N1	swine	Germany	1C.2.1
A/swine/Harsefeld/10671/2009	2009-10-16	H1N1	swine	Germany	1C.2.4
A/swine/Brakel/10686/2009	2009-10-13	H1N1	swine	Belgium	1C.2.4
A/swine/Horneburg/10748/2009	2009-10-26	H1N1	swine	Germany	1C.2.4
A/swine/Borken/10752a/2009	2009-10-26	H1N1	swine	Germany	1C.2.4
A/swine/Lohne/10840/2009	2009-11-03	H1N1	swine	Germany	1C.2.1
A/swine/Norden/11211/2009	2009-12-11	H1N1	swine	Germany	1C.2.1
A/swine/Iserlohn/11287/2010	2010-01-11	H1N1	swine	Germany	1C.2.1
A/swine/Lohne/11566/2010	2010-02-24	H1N1	swine	Germany	1C.2.1
A/swine/Molbergen/11837a/2010	2010-04-15	H1N1	swine	Germany	1C.2.1
A/swine/Lohne/11843/2010	2010-04-16	H1N1	swine	Germany	1C.2.1
A/swine/Lohne/11867/2010	2010-04-20	H1N1	swine	Germany	1C.2.1
A/swine/Visbek/11951-1/2010	2010-05-14	H1N1	swine	Germany	1C.2.1
A/swine/Salzkotten/12021/2010	2010-06-01	H1N1	swine	Germany	1C.2.1
A/swine/Molbergen/12127/2010	2010-06-25	H1N1	swine	Germany	1C.2.1
A/swine/Raesefeld/12200-1/2010	2010-07-23	H1N1	swine	Germany	1C.2.1
A/swine/Raesefeld/12200-2/2010	2010-07-23	H1N1	swine	Germany	1C.2.1
A/swine/Brilon/12263-1/2010	2010-08-05	H1N1	swine	Germany	1C.2.1
A/swine/Brilon/12263-2/2010	2010-08-05	H1N1	swine	Germany	1C.2.1
A/swine/Gnas/12273/2010	2010-08-09	H1N1	swine	Austria	1C.2.1
A/swine/Elsten/12291/2010	2010-08-13	H1N1	swine	Germany	1C.2.1
A/swine/Lohne/12330/2010	2010-08-23	H1N1	swine	Germany	1C.2.1
A/swine/Vechta/12368/2010	2010-09-01	H1N1	swine	Germany	1C.2.1
A/swine/Haren/12382-1/2010	2010-09-08	H1N1	swine	Germany	1C.2.1
A/swine/Haren/12382-2/2010	2010-09-08	H1N1	swine	Germany	1C.2.1
A/swine/Friesoythe/12416/2010	2010-09-13	H1N1	swine	Germany	1C.2.1
A/swine/Altenberge/12445-1/2010	2010-09-17	H1N1	swine	Germany	1C.2.1
A/swine/Altenberge/12445-2/2010	2010-09-17	H1N1	swine	Germany	1C.2.1
A/swine/Hoexter/12469/2010	2010-09-24	H1N1	swine	Germany	1C.2.1
A/swine/Aulendorf/12502/2010	2010-10-04	H1N1	swine	Germany	1C.2.1
A/swine/Warendorf/12524/2010	2010-10-08	H1N1	swine	Germany	1C.2.1
A/swine/Raddestorf/12564/2010	2010-10-13	H1N1	swine	Germany	1C.2.1
A/swine/Borchen/12595a/2010	2010-10-21	H1N1	swine	Germany	1C.2.1
A/swine/Borken/12666-1/2010	2010-11-04	H1N1	swine	Germany	1C.2.1
A/swine/Borken/12666-2/2010	2010-11-04	H1N1	swine	Germany	1C.2.1
A/swine/Balge/12670/2010	2010-11-09	H1N1	swine	Germany	1C.2.1
A/swine/Rahden/12686/2010	2010-11-10	H1N1	swine	Germany	1C.2.1
A/swine/Haren/12687/2010	2010-11-11	H1N1	swine	Germany	1C.2.1
A/swine/Altenberge/12724/2010	2010-11-22	H1N1	swine	Germany	1C.2.2
A/swine/Geeste/12729/2010	2010-11-22	H1N1	swine	Germany	1C.2.1
A/swine/Herzlake/12861/2011	2011-01-03	H1N1	swine	Germany	1C.2.1
A/swine/Ostbevern/12867-1/2011	2011-01-04	H1N1	swine	Germany	1C.2.1
A/swine/Ostbevern/12867-2/2011	2011-01-04	H1N1	swine	Germany	1C.2.1
A/swine/Boesel/12937/2011	2011-01-25	H1N1	swine	Germany	1C.2.1
A/swine/Goldenstedt/13046/2011	2011-02-18	H1N1	swine	Germany	1C.2.1
A/swine/Nordhorn/13095-1/2011	2011-03-01	H1N1	swine	Germany	1C.2.1
A/swine/Geseke/13124/2011	2011-03-01	H1N1	swine	Germany	1C.2.1
A/swine/Barnstorf/13130/2011	2011-03-09	H1N1	swine	Germany	1C.2.1
A/swine/Geseke/13216/2011	2011-03-29	H1N1	swine	Germany	1C.2.1
A/swine/Norden/13225-1/2011	2011-04-01	H1N1	swine	Germany	1C.2.1
A/swine/Norden/13236-2/2011	2011-04-04	H1N1	swine	Germany	1C.2.1
A/swine/Warstein/13455/2011	2011-05-24	H1N1	swine	Germany	1C.2.1
A/swine/Bakum/13456/2011	2011-05-24	H1N1	swine	Germany	1C.2.2
A/swine/Lohne/13474/2011	2011-05-26	H1N1	swine	Germany	1C.2.2
A/swine/Wasserleben/13484/2011	2011-05-30	H1N1	swine	Germany	1C.2.4
A/swine/Ascheberg/13532/2011	2011-06-16	H1N1	swine	Germany	1C.2.1
A/swine/Erwitte/13614/2011	2011-07-04	H1N1	swine	Germany	1C.2.1
A/swine/Norden/13638/2011	2011-07-19	H1N1	swine	Germany	1C.2.1
A/swine/Garrel/13676/2011	2011-07-25	H1N1	swine	Germany	1C.2.2
A/swine/Hemmoor/13756/2011	2011-08-15	H1N1	swine	Germany	1C.2.1
A/swine/Steinfurt/13758/2011	2011-08-14	H1N1	swine	Germany	1C.2.1
A/swine/Bothenheilingen/13765-3/2011	2011-08-15	H1N1	swine	Germany	1C.2.2
A/swine/Steinfeld/13785/2011	2011-08-19	H1N1	swine	Austria	1C.2.2
A/swine/Vechta/13789/2011	2011-08-23	H1N1	swine	Germany	1C.2.2
A/swine/Heiden/13820/2011	2011-08-24	H1N1	swine	Switzerland	1C.2.2
A/swine/Georgsmarienhuette/13824-2/2011	2011-08-29	H1N1	swine	Germany	1C.2.1
A/swine/Viersen/13836/2011	2011-08-31	H1N1	swine	Germany	1C.2.1
A/swine/Sittensen/13857-3/2011	2011-09-07	H1N1	swine	Germany	1C.2.1
A/swine/Ankum/13894/2011	2011-09-12	H1N1	swine	Germany	1C.2.1
A/swine/Lohne/13895/2011	2011-09-09	H1N1	swine	Germany	1C.2.1
A/swine/Gossau/14060-1/2011	2011-10-14	H1N1	swine	Switzerland	1C.2.1
A/swine/Lohne/14087/2011	2011-10-19	H1N1	swine	Germany	1C.2.1
A/swine/Norden/14100-2/2011	2011-10-20	H1N1	swine	Germany	1C.2.1
A/swine/Straelen/14101/2011	2011-10-25	H1N1	swine	Germany	1C.2.1
A/swine/Garrel/14103/2011	2011-10-26	H1N1	swine	Germany	1C.2.2
A/swine/Ankum/14132/2011	2011-11-02	H1N1	swine	Germany	1C.2.2
A/swine/Lohne/14134/2011	2011-11-01	H1N1	swine	Germany	1C.2.2
A/swine/Buch/14162/2011	2011-11-01	H1N1	swine	Germany	1C.2.1
A/swine/Celle/14169/2011	2011-11-02	H1N1	swine	Germany	1C.2.2
A/swine/Lohne/14170/2011	2011-11-09	H1N1	swine	Germany	1C.2.2
A/swine/Friesoythe/14174/2011	2011-11-09	H1N1	swine	Germany	1C.2.2
A/swine/Buch/14226-1/2011	2011-11-18	H1N1	swine	Germany	1C.2.1
A/swine/Hamersen/14228/2011	2011-11-18	H1N1	swine	Germany	1C.2.1
A/swine/Gronau/14349/2011	2011-11-29	H1N1	swine	Germany	1C.2.1
A/swine/Wetedorf/14350/2011	2011-11-30	H1N1	swine	Austria	1C.2.1
